clean_text,gpt_label
پنج سال این گوشی رو داشتم و دیوانه وار ازش کار کشیدم همه مدل کاری عملا ترکوندمش آخ نگفت تا همین اواخر مثل ساعت کار میکرد تا اینکه سوکتش خراب شد اونم بخاطر بی دقتی خودم و استفاده از شارژری بود که سریش مشکل داشت وگرنه هنوزم عالی کار میکرد هیچوقت هنگ نکرد و توی اجرای هیچ برنامه ای کم نیاورد سرعت فوق العاده ای داشت و هر برنامه ای که نصب کردم رو خیلی روون اجرا کرد حتی توی سنگین ترین برنامه هایی که ریختم هم هنگ نکرد بهترین گوشی ای که توی عمرم داشتم از همه لحاظ عالی بود فقط یکی دو تا مشکل داشت اول حافظه داخلی پایینش بود که به مرور یکم اذیت میکنه چون حجم اپلیکیشن ها و بازی ها خیلی سریع داره بالا میره و به مرور دیگه این مقدار حافظه داخلی جوابگو نیست گاهی مجبور میشدم حافظه داخلی شو بگردم ببینم چرا اینقد پر شده اما حتی وقتی فقط صد مگ از فضای داخلیش باقی مونده بود هم سرعتش ذره ای پایین نیومد یه مشکل دیگه دوربین سلفیشه که خیلی ضعیفه و کیفیت پایینی داره ولی خب موقعی که این گوشی تازه توی بازار اومده بود سلفی گرفتن اینقدر مد نبود اما دوربین پشت خیلی خوبه و تا حد زیادی ضعف دوربین سلفی رو جبران میکرد مهمترین مساله ای که توی خرید گوشی برای من اهمیت داشت سخت افزار و کیفیت ساخت بود اول قصد داشتم گلکسی اس تری بخرم اگه اشتباه نکنم که همون زمان وارد بازار شده بود اما فروشنده اس تری نداشت و زد آر رو به من پیشنهاد کرد و واقعا که چه پیشنهاد خوبی بود,Positive
چهار سال عالی با این گوشی و ادامه داره گوشی جدید رو هم باز از سونی می گیرم که بی سر و صدا جنس عالی عرضه می کنه,Positive
برنامه سونی روش نیست و باید خودتون از پلی استور دانلود کنید,Negative
اصلا با هیچ برندی قابل قیاس نیست کوچکترین جزئیات و ظرافت در ساخت بدنه رعایت شده نهایت کیفیت رو داره نرم افزارش هم خیلی پر قدرت و با کمترین ایراد کار میکنه جالبه که دوربین 8 مگی داره و معادل دوربین 13 مگی خیلی از برند عکس میگیره من خودم به خاطر مشکلات اپل در ایران منجمله عدم بودن نماینده واقعی عدم ساپورت به روز رسانی عدم هماهنگی با اندروید و مخالف 100 بودم اما الان موافق 100 شدم و حتما اولین فرصت یه گوشی اپل هم میگیرم,Positive
تبلت خوبی است بهتر از نمونه سمسونگ است,Positive
دوستان من برای اولین بار است که با این محصول وارد دنیای اپل و شده ام و قبلا با سیستم عاملهای اندروید بهترین گوشیهای سامسونگ و ویندوز سرفیس پرو 4 مدتها سر و کار داشتم با استفاده از این محصول واقعا شگفت زده شدم نرم افزارها بسیار روان روی آن کار می کنند و عملکرد سخت افزاری بسیاری عالی و با کمترین لختی نسبت به سیستمهای اندرویدی است صفحه نمایش کیفیت فوق العاده ای دارد نرم افزارهای بسیار باکیفیتی در اپ استور برای استفاده هست که البته بیشتر آنها را باید خریداری کنید که البته ارزشش را دارد ترکیب این محصول و قلم اپل بهترین حالت برای استفاده از این وسیله می باشد بنده چون برای عکاسی و ادیت از آن استفاده می کنم بسیار کاربردی است در مقایسه با رقیب 3 قابلیتهای بسیار بیشتر ی دارد و در بنچمارکها با فاصله زیاد سامسونگ شکست می دهد هر چند 3 هم تبلت بسیار خوبی است و از ارزشهای آن چیزی کاسته نمی شود خلاصه مطلب اینکه خرید محصول را اگر قیمتش مطرح نباشدصد در صد پیشنهاد می کنم البته ظرفیتهای پایینتر با قیمت کمتر هم در دسترس هست,Positive
بیش از دو سال دارمش و استفاده روزانه دارم یکبار و حتی یکبار هم باگ یا ایرادی نداشته کاورش در حال پوسیدنه ولی خودش مثل روز اول نوی نو باطری صفحه دوربین سرعت و همه چیزش سالم و سرحال واقعا ارزشمنده محصولات اپل,Positive
دوستانی که نظر می نویسند تبلت ها هیچ وقت نمی توانند جای لپ تاپ هارا پر کنند به این نکته توجه کنند که شرکت های اپل و مایکروسافت در چند سال اخیر تمام تلاش های خود را برای نزدیک کردن تبلت ها به دنیای کرده اند من خودم به عنوان یکی از دارندگان این محصولات دو رگه حتماً خرید این محصول را پیشنهاد می کنم,Positive
اولش که میخواهید راش بندازید یخورده اعصاب خورد کنه ولی بعدش خوب میشه,Negative
با عرض سلام خدمت دوستان عزیز معایب و نقات قوت رو بالا بیان کردم تنها چیزیکه باقی مونده حافظه 32 گیگابایتی اون هستش که بسته به کارایی فر موردنظر تهیه میشه برای من نسخه 32 گیگابایتی مناسب بود و کارم رو راه میندازه از این 32 گیگ حدودا 22گیگ در اختیار کاربر هستش بعد از گذشت یکسال برای بهبود حافظه و استفاده کمتر شارژ گوشی خودم رفتم یه مودم 7350 خریدم هم اینترنت 4 در اختیارم قرار میده هم اینکه حافظه رم میخوره و میتونین حافظه رو به اشتراک بگذارین من با یک مودم هم به اینترنت متصل شدم هم 32گیگابات دیگه حافظه به آیپدم اضافه شد به همین راحتی,Positive
اخیرا خرید کردم تو این مدت هیچ هنگی نداره سرعتش خوبه باطری فوق العاده ای داره که خیلی خوب ج میده پیشنهاد میکنمش,Positive
باسلام خدمت دوستان این تبلت رو حدود سه هفته است خریدم خیلی ازش راضی هستم آپدیت 7 1 1 اندروید هم براش اومده که بنظر من سرعتش رو تا حدودی کم کرده ولی در مجموع عالیه,Positive
